product_id,price,update_date
100,870397,2023-03-27
101,976727,2023-01-22
102,920167,2023-01-09
103,877961,2023-03-01
104,670461,2023-01-24
105,458703,2023-01-02
106,99856,2023-02-25
107,553624,2023-02-08
108,184232,2023-03-17
109,968518,2023-04-04
110,848646,2023-01-11
111,614548,2023-02-02
112,30218,2023-01-15
113,709166,2023-01-31
114,474081,2023-03-07
115,775263,2023-02-14
116,983359,2023-03-04
117,843920,2023-03-16
118,809555,2023-01-18
119,409892,2023-01-04
120,777453,2023-02-11
121,401886,2023-02-11
122,582419,2023-02-28
123,499254,2023-02-03
124,33254,2023-01-15
125,151467,2023-03-23
126,492011,2023-02-21
127,752855,2023-03-04
128,569490,2023-01-25
129,817922,2023-01-05
130,224064,2023-01-18
131,252131,2023-01-23
132,693326,2023-03-07
133,504083,2023-01-29
134,843131,2023-02-25
135,221785,2023-01-17
136,427344,2023-02-08
137,230853,2023-03-27
138,168872,2023-03-18
139,410845,2023-02-20
140,805327,2023-02-08
141,724517,2023-02-14
142,246745,2023-01-19
143,667783,2023-02-20
144,610678,2023-03-03
145,368647,2023-02-20
146,591994,2023-01-17
147,936381,2023-04-06
148,969669,2023-01-12
149,556094,2023-01-27
150,539912,2023-02-09
151,872977,2023-01-25
152,133225,2023-03-11
153,710143,2023-01-19
154,546853,2023-02-21
155,87084,2023-03-08
156,566742,2023-03-06
157,637658,2023-02-28
158,652161,2023-01-09
159,690839,2023-02-04
160,493773,2023-01-16
161,803675,2023-02-23
162,558752,2023-02-22
163,249207,2023-03-27
164,107144,2023-01-02
165,406986,2023-02-01
166,309978,2023-03-04
167,223696,2023-04-03
168,609795,2023-01-14
169,514514,2023-01-17
170,724046,2023-02-08
171,335855,2023-02-27
172,636907,2023-01-06
173,89097,2023-03-21
174,766803,2023-01-04
175,584898,2023-01-18
176,375627,2023-01-27
177,622490,2023-02-13
178,427074,2023-01-23
179,596314,2023-03-14
180,962707,2023-03-14
181,345402,2023-03-01
182,59348,2023-01-09
183,800115,2023-02-15
184,100355,2023-03-17
185,132192,2023-03-15
186,585848,2023-04-02
187,330320,2023-02-23
188,775485,2023-01-30
189,844498,2023-01-11
190,881994,2023-03-05
191,418041,2023-01-21
192,21279,2023-01-27
193,234076,2023-03-31
194,400291,2023-03-10
195,272173,2023-01-17
196,112727,2023-03-12
197,418362,2023-01-29
198,548736,2023-02-22
199,903389,2023-02-16
200,912678,2023-04-04
201,676869,2023-01-20
202,102030,2023-01-06
203,271879,2023-04-06
204,958904,2023-01-04
205,618238,2023-02-17
206,80548,2023-01-28
207,849267,2023-04-04
208,531122,2023-04-02
209,665185,2023-01-29
210,594029,2023-03-03
211,859576,2023-01-17
212,427002,2023-02-12
213,280614,2023-03-26
214,720999,2023-03-16
215,448072,2023-03-15
216,621691,2023-01-15
217,545436,2023-01-26
218,57187,2023-03-22
219,806040,2023-01-17
220,411510,2023-03-18
221,141091,2023-03-04
222,201939,2023-03-13
223,516596,2023-02-25
224,447524,2023-03-08
225,877683,2023-02-26
226,51148,2023-01-14
227,266600,2023-04-06
228,731059,2023-01-31
229,536523,2023-01-28
230,716250,2023-02-04
231,515715,2023-03-05
232,938231,2023-03-29
233,928895,2023-01-08
234,197493,2023-03-05
235,811841,2023-02-08
236,8348,2023-03-06
237,126163,2023-01-28
238,820372,2023-03-21
239,253763,2023-02-27
240,377431,2023-01-15
241,290289,2023-03-22
242,692406,2023-02-16
243,520606,2023-04-05
244,395820,2023-03-17
245,264252,2023-03-27
246,226460,2023-01-22
247,251816,2023-01-22
248,478768,2023-02-04
249,278599,2023-03-01
250,497187,2023-02-04
251,952385,2023-01-13
252,10532,2023-01-15
253,120468,2023-03-16
254,611525,2023-03-28
255,207142,2023-01-15
256,759387,2023-01-08
257,77390,2023-01-23
258,345941,2023-04-05
259,289022,2023-03-04
260,134444,2023-01-01
261,506099,2023-02-07
262,591950,2023-03-31
263,851486,2023-03-05
264,609164,2023-02-09
265,874882,2023-03-15
266,432775,2023-03-24
267,18385,2023-02-05
268,62821,2023-02-19
269,706936,2023-01-18
270,285763,2023-02-28
271,981626,2023-02-16
272,88301,2023-01-07
273,173922,2023-02-01
274,641278,2023-01-30
275,713199,2023-01-21
276,568499,2023-03-18
277,876173,2023-03-16
278,43208,2023-01-31
279,668396,2023-01-09
280,793559,2023-01-12
281,239070,2023-02-16
282,829420,2023-03-13
283,457795,2023-04-02
284,179602,2023-02-21
285,489160,2023-01-19
286,711267,2023-02-11
287,698270,2023-01-04
288,721296,2023-03-17
289,810440,2023-03-22
290,577643,2023-02-10
291,603206,2023-01-17
292,919698,2023-03-06
293,190936,2023-03-17
294,187281,2023-01-25
295,859105,2023-03-20
296,994891,2023-01-12
297,396937,2023-03-13
